elevator_id,location,city,license_number,license_status,license_expiry_date
22944,"225 Morningside Ave, Scarborough",Scarborough,EDLIC-022944,ACTIVE,15-Sep-17
22945,"225 Morningside Ave, Scarborough",Scarborough,EDLIC-022945,ACTIVE,15-Sep-17
22946,"2900 Jane St, Downsview",Downsview,EDLIC-022946,ACTIVE,15-Aug-17
22947,"2900 Jane St, Downsview",Downsview,EDLIC-022947,ACTIVE,15-Aug-17
22948,"50 Carabob Crt, Scarborough",Scarborough,EDLIC-022948,ACTIVE,15-Aug-17
22949,"50 Carabob Crt, Scarborough",Scarborough,EDLIC-022949,ACTIVE,15-Aug-17
2295,"371 Wallace Ave, Toronto",Toronto,224796,ACTIVE,07-Dec-16
22950,"50 Carabob Crt, Scarborough",Scarborough,EDLIC-022950,ACTIVE,15-Aug-17
22951,"110 Boteler St, Ottawa",Ottawa,EDLIC-022951,ACTIVE,15-Aug-17
22952,"110 Boteler St, Ottawa",Ottawa,EDLIC-022952,ACTIVE,15-Aug-17
22954,1755 Steeles Ave W Bldg 90 Toronto,Toronto,EDLIC-022954,ACTIVE,22-May-17
22955,"2035 Othello Ave, Ottawa",Ottawa,EDLIC-022955,ACTIVE,15-Aug-17
22956,"2035 Othello Ave, Ottawa",Ottawa,EDLIC-022956,ACTIVE,15-Aug-17
22957,"20 Antrim Cres, Scarborough",Scarborough,EDLIC-022957,ACTIVE,15-Sep-17
22958,"20 Antrim Cres, Scarborough",Scarborough,EDLIC-022958,ACTIVE,15-Sep-17
22960,"875 6Th St E, Owen Sound",Owen Sound,EDLIC-022960,ACTIVE,15-Jul-17
22961,"875 6Th St E, Owen Sound",Owen Sound,EDLIC-022961,ACTIVE,15-Jul-17
22962,4700 Keele St 76 Winter Lane 1 Thompson Rd North York,York,EDLIC-022962,ACTIVE,30-Apr-17
22963,"256 King Edward Av, Ottawa",Ottawa,EDLIC-022963,ACTIVE,15-Aug-17
22964,"320 Assiniboine Rd, Toronto",Toronto,EDLIC-022964,ACTIVE,30-Apr-17
22965,4700 Keele St 84 James Gilles St Parking 3 # 7 Car North York,York,EDLIC-022965,ACTIVE,30-Apr-17
22966,"130 Queen St W, Toronto",Toronto,EDLIC-022966,ACTIVE,15-Oct-17
22968,"244 Willow Rd, Guelph",Guelph,239676,ACTIVE,17-Dec-16
22969,"246 Willow Rd, Guelph",Guelph,239678,ACTIVE,17-Dec-16
22973,"120 Martin Ross Ave, Downsview",Downsview,EDLIC-022973,ACTIVE,15-Jun-17
22974,"599 Brealey Dr, Peterborough",Peterborough,EDLIC-022974,ACTIVE,15-Dec-16
22975,"2200 Roche Crt, Mississauga",Mississauga,EDLIC-022975,ACTIVE,15-Jul-17
22976,"2200 Roche Crt, Mississauga",Mississauga,EDLIC-022976,ACTIVE,15-Jul-17
22977,"195 Barrington Av, Toronto",Toronto,EDLIC-022977,ACTIVE,15-May-17
22978,"195 Barrington Av, Toronto",Toronto,EDLIC-022978,ACTIVE,15-May-17
22979,"195 Barrington Av, Toronto",Toronto,EDLIC-022979,ACTIVE,15-May-17
22980,"130 Saint Joseph'S Dr, Hamilton",Hamilton,EDLIC-022980,ACTIVE,15-May-17
22981,"130 Saint Joseph'S Dr, Hamilton",Hamilton,EDLIC-022981,ACTIVE,15-May-17
22983,"501 Alliance Ave, Toronto",Toronto,194715,ACTIVE,10-Jun-17
22985,"3461 Peter St, Windsor",Windsor,256120,ACTIVE,04-Nov-17
22986,"3461 Peter St, Windsor",Windsor,256119,ACTIVE,04-Nov-17
22987,"5 Louis Av, St Catharines",St Catharines,EDLIC-022987,ACTIVE,15-Jul-17
22988,"5 Louis Av, St Catharines",St Catharines,EDLIC-022988,ACTIVE,15-Jul-17
22989,"74 Wyndham St, Guelph",Guelph,274407,PENDING_RENEWAL,06-Sep-17
22990,"550 King St, Midland",Midland,EDLIC-022990,ACTIVE,15-Jun-17
22991,"130 Owen St, Barrie",Barrie,EDLIC-022991,ACTIVE,15-May-17
22992,"270 King St W, Toronto",Toronto,EDLIC-022992,ACTIVE,15-May-17
22993,"280 Rochester St, Ottawa",Ottawa,EDLIC-022993,ACTIVE,15-Jan-17
22994,"280 Rochester St, Ottawa",Ottawa,EDLIC-022994,ACTIVE,15-Jan-17
22995,"1967 Riverside Dr, Ottawa",Ottawa,EDLIC-022995,ACTIVE,15-May-17
22997,"Gen Stn, Nanticoke",Nanticoke,EDLIC-022997,ACTIVE,28-Oct-17
22998,"1200 Sheppard Ave E, Willowdale",Willowdale,EDLIC-022998,PENDING_RENEWAL,15-May-17
22999,"1200 Sheppard Ave E, Willowdale",Willowdale,EDLIC-022999,PENDING_RENEWAL,15-May-17
23000,"1200 Sheppard Ave E, Willowdale",Willowdale,EDLIC-023000,PENDING_RENEWAL,15-May-17
23002,"900 King St, London",London,EDLIC-023002,ACTIVE,15-Jun-17
23003,"285 North Service Rd, Mississauga",Mississauga,EDLIC-023003,ACTIVE,15-Aug-17
23004,"285 North Service Rd, Mississauga",Mississauga,EDLIC-023004,ACTIVE,15-Aug-17
23005,"5 Glamorgan Ave, Scarborough",Scarborough,234667,ACTIVE,15-May-17
23006,"5 Glamorgan Ave, Scarborough",Scarborough,234668,ACTIVE,15-May-17
23007,390 Dawes Rd Apt 507 Toronto,Toronto,233624,ACTIVE,11-Aug-17
23008,390 Dawes Rd Apt 507 Toronto,Toronto,233623,ACTIVE,11-Aug-17
23009,390 Dawes Rd Apt 507 Toronto,Toronto,233622,ACTIVE,11-Aug-17
2301,"17 Gulliver Rd, Toronto",Toronto,EDLIC-002301,ACTIVE,15-Dec-16
23010,"1140 Fisher Ave, Ottawa",Ottawa,EDLIC-023010,ACTIVE,15-Sep-17
23011,"1140 Fisher Ave, Ottawa",Ottawa,EDLIC-023011,ACTIVE,31-Oct-17
23012,"1150 Fisher Av, Ottawa",Ottawa,EDLIC-023012,ACTIVE,15-Sep-17
23013,"1150 Fisher Av, Ottawa",Ottawa,EDLIC-023013,ACTIVE,05-Sep-17
23014,"15 Elizabeth St N, Mississauga",Mississauga,EDLIC-023014,ACTIVE,15-Sep-17
23015,"15 Elizabeth St N, Mississauga",Mississauga,EDLIC-023015,ACTIVE,15-Sep-17
23017,"580 Algoma St N, Thunder Bay",Thunder Bay,EDLIC-023017,ACTIVE,21-Aug-17
23018,"265 Dundas St E, Belleville",Belleville,EDLIC-023018,ACTIVE,15-May-17
23019,"265 Dundas St E, Belleville",Belleville,EDLIC-023019,ACTIVE,15-May-17
2302,"11 Gulliver Rd, Toronto",Toronto,EDLIC-002302,ACTIVE,15-Jul-17
23022,"56 Wellesley St W, Toronto",Toronto,220787,ACTIVE,15-Sep-17
23023,"56 Wellesley St W, Toronto",Toronto,255853,ACTIVE,05-Dec-16
23024,"56 Wellesley St W, Toronto",Toronto,255854,ACTIVE,05-Dec-16
23025,"56 Wellesley St W, Toronto",Toronto,255855,ACTIVE,05-Dec-16
23026,"56 Wellesley St W, Toronto",Toronto,255856,ACTIVE,05-Dec-16
23027,"150 Albert St, Ottawa",Ottawa,EDLIC-023027,ACTIVE,15-May-17
23028,"237 Barton St E, Hamilton",Hamilton,EDLIC-023028,PENDING_RENEWAL,15-Jun-17
23029,"2322 King St E, Hamilton",Hamilton,EDLIC-023029,ACTIVE,15-Jun-17
23030,"30 Carabob Crt, Scarborough",Scarborough,EDLIC-023030,ACTIVE,15-Mar-17
23031,"30 Carabob Crt, Scarborough",Scarborough,EDLIC-023031,ACTIVE,15-Mar-17
23032,"220 Simcoe St, Toronto",Toronto,EDLIC-023032,ACTIVE,15-Jun-17
23034,"2379 Holly La, Ottawa",Ottawa,EDLIC-023034,ACTIVE,15-Jan-17
23035,"217 Pine St N, Timmins",Timmins,EDLIC-023035,ACTIVE,15-Oct-17
23036,"217 Pine St N, Timmins",Timmins,EDLIC-023036,ACTIVE,15-Oct-17
23037,"60 Queen St, Ottawa",Ottawa,EDLIC-023037,ACTIVE,15-Jul-17
23038,"60 Queen St, Ottawa",Ottawa,EDLIC-023038,ACTIVE,15-Jul-17
23039,"60 Queen St, Ottawa",Ottawa,EDLIC-023039,ACTIVE,15-Jul-17
2304,"740 Eglinton Ave W, Toronto",Toronto,245989,ACTIVE,21-Apr-17
23040,"60 Queen St, Ottawa",Ottawa,EDLIC-023040,ACTIVE,15-Jul-17
23041,"158 Fitch St, Welland",Welland,EDLIC-023041,ACTIVE,15-Apr-17
23044,"950 Dixon Rd, Toronto",Toronto,248589,ACTIVE,02-Jun-17
23045,"950 Dixon Rd, Toronto",Toronto,248587,ACTIVE,02-Jun-17
23046,"950 Dixon Rd, Toronto",Toronto,248586,ACTIVE,02-Jun-17
23047,"950 Dixon Rd, Toronto",Toronto,248585,ACTIVE,02-Jun-17
23048,"1971 St Laurent Blvd, Ottawa",Ottawa,227365,ACTIVE,16-Apr-17
23049,"1971 St Laurent Blvd, Ottawa",Ottawa,227367,ACTIVE,16-Apr-17
23050,"1971 St Laurent Blvd, Ottawa",Ottawa,227368,ACTIVE,16-Apr-17
23051,"1237 Huron St, London",London,EDLIC-023051,ACTIVE,15-Nov-17
23052,"1237 Huron St, London",London,EDLIC-023052,ACTIVE,15-Nov-17
23053,"5170 Dixie Rd, Mississauga",Mississauga,EDLIC-023053,ACTIVE,15-Sep-17
23054,"475 King St N, Waterloo",Waterloo,262459,ACTIVE,10-Mar-17
23055,"17 Mountain Av N, Stoney Creek",Stoney Creek,EDLIC-023055,ACTIVE,15-Jul-17
23059,"24 Mabelle Ave, Etobicoke",Etobicoke,250427,ACTIVE,15-Jan-17
23060,"24 Mabelle Ave, Etobicoke",Etobicoke,250428,ACTIVE,15-Jan-17
23061,"24 Mabelle Ave, Etobicoke",Etobicoke,250429,ACTIVE,15-Jan-17
23062,"24 Mabelle Ave, Etobicoke",Etobicoke,250430,ACTIVE,15-Jan-17
23063,"24 Mabelle Ave, Etobicoke",Etobicoke,250431,ACTIVE,15-Jan-17
23064,"200 Finch Av W, Willowdale",Willowdale,EDLIC-023064,ACTIVE,15-Jul-17
23066,"2 Albert St, Barrie",Barrie,EDLIC-023066,ACTIVE,15-Aug-17
23067,"750 Morningside Ave, Scarborough",Scarborough,261672,ACTIVE,24-Feb-17
23068,"750 Morningside Ave, Scarborough",Scarborough,261673,ACTIVE,24-Feb-17
23069,"60 Cartier St, Ottawa",Ottawa,EDLIC-023069,ACTIVE,15-Jan-17
2307,"241 Spadina Ave, Toronto",Toronto,273953,ACTIVE,19-Oct-17
23070,"60 Cartier St, Ottawa",Ottawa,EDLIC-023070,ACTIVE,15-Jan-17
23071,"2255 University Ave W, Windsor",Windsor,256041,ACTIVE,03-Nov-17
23072,"25 Mabelle Ave, Etobicoke",Etobicoke,252290,ACTIVE,15-Oct-17
23073,"25 Mabelle Ave, Etobicoke",Etobicoke,252293,ACTIVE,15-Oct-17
23074,"25 Mabelle Ave, Etobicoke",Etobicoke,252294,ACTIVE,15-Oct-17
23075,"25 Mabelle Ave, Etobicoke",Etobicoke,252295,ACTIVE,15-Oct-17
23076,"25 Mabelle Ave, Etobicoke",Etobicoke,252296,ACTIVE,15-Oct-17
23079,"291 Grays Rd, Hamilton",Hamilton,EDLIC-023079,ACTIVE,15-Mar-17
2308,"Park Rd S, Oshawa",Oshawa,EDLIC-002308,ACTIVE,15-Aug-17
23081,"1211 John Counter Blvd, Kingston",Kingston,EDLIC-023081,ACTIVE,15-Jun-17
23082,"333 Bloor St E, Toronto",Toronto,EDLIC-023082,ACTIVE,15-Feb-17
23083,"120 Metcalfe St, Ottawa",Ottawa,EDLIC-023083,ACTIVE,15-Aug-17
23084,"175 Queen St N, Kitchener",Kitchener,EDLIC-023084,ACTIVE,15-Feb-17
23085,"175 Queen St N, Kitchener",Kitchener,EDLIC-023085,ACTIVE,15-Feb-17
23086,"333 Bloor St E, Toronto",Toronto,EDLIC-023086,ACTIVE,12-Feb-17
23087,"333 Bloor St E, Toronto",Toronto,EDLIC-023087,PENDING_RENEWAL,11-Feb-17
23088,"1299 Huron St, London",London,EDLIC-023088,ACTIVE,15-Nov-17
23089,"1299 Huron St, London",London,EDLIC-023089,ACTIVE,15-Nov-17
23090,"138 Dowling Ave, Toronto",Toronto,EDLIC-023090,ACTIVE,15-Sep-17
23091,140 Borough Dr Education Centre Scarborough,Scarborough,EDLIC-023091,ACTIVE,01-Sep-17
23092,"150 Borough Dr, Scarborough",Scarborough,EDLIC-023092,ACTIVE,01-Jan-17
23093,"80 Mornelle Crt, Scarborough",Scarborough,273678,ACTIVE,11-Oct-17
23094,"80 Mornelle Crt, Scarborough",Scarborough,273679,ACTIVE,11-Oct-17
23095,"80 Mornelle Crt, Scarborough",Scarborough,273680,ACTIVE,11-Oct-17
23099,"770 Hager Ave, Burlington",Burlington,EDLIC-023099,ACTIVE,15-Sep-17
2310,"1 Hospital Crt, Oshawa",Oshawa,EDLIC-002310,ACTIVE,30-Dec-16
23100,"770 Hager Ave, Burlington",Burlington,EDLIC-023100,ACTIVE,15-Sep-17
23101,"1274 Carling Av, Ottawa",Ottawa,EDLIC-023101,ACTIVE,15-Jan-17
23104,"2861 Baycrest Dr, Ottawa",Ottawa,202714,ACTIVE,29-Nov-16
23105,"2861 Baycrest Dr, Ottawa",Ottawa,202716,ACTIVE,29-Nov-16
23106,"2861 Baycrest Dr, Ottawa",Ottawa,202719,ACTIVE,29-Nov-16
23107,"2489 North Sheridan Way, Mississauga",Mississauga,EDLIC-023107,ACTIVE,15-May-17
23110,"169 Lake St, Peterborough",Peterborough,EDLIC-023110,ACTIVE,15-Jun-17
23111,"169 Lake St, Peterborough",Peterborough,EDLIC-023111,ACTIVE,15-Jun-17
23112,"4800 Jane St, Downsview",Downsview,EDLIC-023112,ACTIVE,15-Jul-17
23113,"4800 Jane St, Downsview",Downsview,EDLIC-023113,ACTIVE,15-Jul-17
23115,"40 Grandville Ave, Hamilton",Hamilton,270247,ACTIVE,01-Aug-17
23116,"40 Grandville Ave, Hamilton",Hamilton,270245,ACTIVE,01-Aug-17
23117,"9 Leslie St, Toronto",Toronto,EDLIC-023117,ACTIVE,01-Jan-17
23119,"165 King St E, Kitchener",Kitchener,EDLIC-023119,ACTIVE,15-May-17
23120,"112 St Clair Ave W, Toronto",Toronto,EDLIC-023120,ACTIVE,15-Aug-17
23121,"112 St Clair Ave W, Toronto",Toronto,EDLIC-023121,ACTIVE,15-Aug-17
23122,"150 Borough Dr, Scarborough",Scarborough,EDLIC-023122,ACTIVE,01-Jan-17
23123,"150 Borough Dr, Scarborough",Scarborough,EDLIC-023123,ACTIVE,01-Jan-17
23124,"1900 Bloor St, Mississauga",Mississauga,EDLIC-023124,ACTIVE,15-May-17
23125,"1900 Bloor St, Mississauga",Mississauga,EDLIC-023125,ACTIVE,15-May-17
23126,"563 Mornington Ave, London",London,240120,ACTIVE,19-Oct-17
23127,"563 Mornington Ave, London",London,240122,ACTIVE,19-Oct-17
23128,"50 Cordova Ave, Etobicoke",Etobicoke,250434,ACTIVE,15-Feb-17
23129,"50 Cordova Ave, Etobicoke",Etobicoke,250435,ACTIVE,15-Feb-17
2313,"274 Sherman Ave N, Hamilton",Hamilton,EDLIC-002313,ACTIVE,15-Apr-17
23130,"50 Cordova Ave, Etobicoke",Etobicoke,250436,ACTIVE,15-Feb-17
23131,"50 Cordova Ave, Etobicoke",Etobicoke,250437,ACTIVE,15-Feb-17
23132,"250 Merton St, Toronto",Toronto,EDLIC-023132,ACTIVE,15-Aug-17
23133,"250 Merton St, Toronto",Toronto,EDLIC-023133,ACTIVE,15-Aug-17
2314,"274 Sherman Ave N, Hamilton",Hamilton,EDLIC-002314,ACTIVE,15-Apr-17
23141,"2749 Kingsway Dr, Kitchener",Kitchener,EDLIC-023141,ACTIVE,15-May-17
23143,"5799 Yonge St, Willowdale",Willowdale,EDLIC-023143,ACTIVE,15-May-17
23144,"5799 Yonge St, Willowdale",Willowdale,EDLIC-023144,ACTIVE,15-May-17
23147,"1065 Ramsey Cres, Ottawa",Ottawa,EDLIC-023147,ACTIVE,17-Jan-17
23148,"1065 Ramsey Cres, Ottawa",Ottawa,EDLIC-023148,ACTIVE,17-Jan-17
23149,"1065 Ramsey Cres, Ottawa",Ottawa,EDLIC-023149,ACTIVE,17-Jan-17
2315,"1 Homewood Av, Toronto",Toronto,EDLIC-002315,ACTIVE,15-Jul-17
23153,"7 Albert St, Stouffville",Stouffville,EDLIC-023153,PENDING_RENEWAL,15-Jun-17
23154,"30 King St E, Dundas",Dundas,EDLIC-023154,ACTIVE,15-May-17
23156,"160 Kendal Av, Toronto",Toronto,EDLIC-023156,ACTIVE,17-May-17
23158,"155 Marlee Av, Toronto",Toronto,EDLIC-023158,ACTIVE,15-Sep-17
23159,"155 Marlee Av, Toronto",Toronto,EDLIC-023159,ACTIVE,15-Sep-17
23160,"155 Marlee Av, Toronto",Toronto,EDLIC-023160,ACTIVE,15-Sep-17
23161,"155 Marlee Av, Toronto",Toronto,EDLIC-023161,ACTIVE,15-Sep-17
23164,"281 Falconbridge Rd, Sudbury",Sudbury,EDLIC-023164,ACTIVE,01-Mar-17
23165,"291 Mississauga St, Orillia",Orillia,186645,ACTIVE,07-Dec-16
23166,"417 Montcalm Dr, Peterborough",Peterborough,EDLIC-023166,ACTIVE,15-Mar-17
23168,"1675 Montgomery Park Rd, Pickering",Pickering,EDLIC-023168,ACTIVE,15-Apr-17
23169,"470 Sentinel Rd, North York",North York,211135,ACTIVE,14-May-17
23170,"470 Sentinel Rd, North York",North York,211137,ACTIVE,14-May-17
23171,"470 Sentinel Rd, North York",North York,211138,ACTIVE,14-May-17
23172,"470 Sentinel Rd, North York",North York,211140,ACTIVE,14-May-17
23174,"40 Oxford St, Hamilton",Hamilton,EDLIC-023174,ACTIVE,15-Mar-17
23175,"40 Oxford St, Hamilton",Hamilton,EDLIC-023175,ACTIVE,15-Mar-17
23176,"40 Oxford St, Hamilton",Hamilton,EDLIC-023176,ACTIVE,15-Mar-17
23178,"151 Queen St N, Hamilton",Hamilton,EDLIC-023178,ACTIVE,20-Jul-17
23179,"151 Queen St N, Hamilton",Hamilton,EDLIC-023179,ACTIVE,02-Mar-17
23180,"151 Queen St N, Hamilton",Hamilton,EDLIC-023180,ACTIVE,09-May-17
23181,"30 Central Pky W, Mississauga",Mississauga,174848,ACTIVE,27-Mar-17
23182,"30 Central Pky W, Mississauga",Mississauga,174849,PENDING_RENEWAL,27-Mar-17
23183,"345 Bloor St E, Toronto",Toronto,EDLIC-023183,ACTIVE,15-Sep-17
23184,"345 Bloor St E, Toronto",Toronto,EDLIC-023184,ACTIVE,15-Sep-17
23185,"77 Huntley St, Toronto",Toronto,EDLIC-023185,ACTIVE,03-Mar-17
23186,"77 Huntley St, Toronto",Toronto,EDLIC-023186,ACTIVE,15-Apr-17
23187,"77 Huntley St, Toronto",Toronto,EDLIC-023187,ACTIVE,15-Sep-17
23188,"77 Huntley St, Toronto",Toronto,EDLIC-023188,ACTIVE,29-Jan-17
23190,"192 Spadina Ave, Toronto",Toronto,238086,ACTIVE,16-Nov-17
23192,"4001 Bayview Av, Willowdale",Willowdale,EDLIC-023192,ACTIVE,15-Jul-17
23193,"4001 Bayview Av, Willowdale",Willowdale,EDLIC-023193,ACTIVE,15-Jul-17
23194,"4001 Bayview Av, Willowdale",Willowdale,EDLIC-023194,ACTIVE,15-Jul-17
23199,"65 Northfield Dr W, Waterloo",Waterloo,199786,ACTIVE,18-Sep-17
23200,"100 King St E, Stoney Creek",Stoney Creek,EDLIC-023200,ACTIVE,15-Dec-16
23201,"100 King St E, Stoney Creek",Stoney Creek,EDLIC-023201,ACTIVE,15-Dec-16
23202,"120 Metcalfe St, Ottawa",Ottawa,EDLIC-023202,ACTIVE,15-Aug-17
23203,"500 Duplex Av, Toronto",Toronto,EDLIC-023203,ACTIVE,15-May-17
23204,"500 Duplex Av, Toronto",Toronto,EDLIC-023204,ACTIVE,15-May-17
23205,"500 Duplex Av, Toronto",Toronto,EDLIC-023205,ACTIVE,15-May-17
23206,"500 Duplex Av, Toronto",Toronto,EDLIC-023206,ACTIVE,15-May-17
23207,"983 Burnham St, Cobourg",Cobourg,EDLIC-023207,ACTIVE,15-May-17
23208,"144 Confederation Dr, Kitchener",Kitchener,EDLIC-023208,ACTIVE,15-Feb-17
23209,"275 Albany Ave, Toronto",Toronto,199240,ACTIVE,09-Sep-17
23210,"1750 Courtwood Cr, Ottawa",Ottawa,211825,ACTIVE,27-May-17
23211,"20 Edgecliff Golfway, Don Mills",Don Mills,EDLIC-023211,ACTIVE,15-Jul-17
23212,"20 Edgecliff Golfway, Don Mills",Don Mills,EDLIC-023212,ACTIVE,15-Jul-17
23213,"20 Edgecliff Golfway, Don Mills",Don Mills,EDLIC-023213,ACTIVE,15-Jul-17
23214,"20 Edgecliff Golfway, Don Mills",Don Mills,EDLIC-023214,ACTIVE,15-Jul-17
23220,"2000 Talbot Rd, Windsor",Windsor,EDLIC-023220,ACTIVE,15-Jul-17
23222,"111 Larch St, Sudbury",Sudbury,238628,ACTIVE,13-Dec-16
23223,"111 Larch St, Sudbury",Sudbury,238627,ACTIVE,13-Dec-16
23224,"118 Robinson St, Markham",Markham,EDLIC-023224,ACTIVE,15-Jan-17
23225,"Highway #59, Courtland",Courtland,EDLIC-023225,ACTIVE,15-Sep-17
23226,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023226,ACTIVE,02-Mar-17
23227,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023227,ACTIVE,16-Jul-17
23228,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023228,ACTIVE,25-Mar-17
23229,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023229,ACTIVE,25-Mar-17
23230,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023230,ACTIVE,02-Mar-17
23231,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023231,ACTIVE,23-Jun-17
23232,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023232,ACTIVE,24-Feb-17
23233,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023233,ACTIVE,11-Dec-16
23234,"20 Eglinton Ave W, Toronto",Toronto,EDLIC-023234,ACTIVE,15-Oct-17
23235,"2300 Yonge St, Toronto",Toronto,EDLIC-023235,ACTIVE,15-Oct-17
23237,"10 Veevers Dr, Hamilton",Hamilton,EDLIC-023237,ACTIVE,15-Jul-17
23238,"57 Orchard Heights Blvd, Aurora",Aurora,EDLIC-023238,ACTIVE,15-Oct-17
23239,"57 Orchard Heights Blvd, Aurora",Aurora,EDLIC-023239,ACTIVE,15-Oct-17
23242,"301 Base Line Rd W, London",London,273587,ACTIVE,06-Oct-17
23243,"301 Base Line Rd W, London",London,273588,ACTIVE,06-Oct-17
23244,"754 Kipps Lane, London",London,218764,ACTIVE,20-Oct-17
23245,"754 Kipps Lane, London",London,218763,ACTIVE,20-Oct-17
23246,"752 Kipps Lane, London",London,218761,ACTIVE,20-Oct-17
23248,"752 Kipps Lane, London",London,218762,ACTIVE,20-Oct-17
23249,"370 Ridelle Av, Toronto",Toronto,EDLIC-023249,ACTIVE,15-Jul-17
23250,"370 Ridelle Av, Toronto",Toronto,EDLIC-023250,ACTIVE,15-Jul-17
23251,"370 Ridelle Av, Toronto",Toronto,EDLIC-023251,ACTIVE,15-Jul-17
23252,"915 Elmsmere Rd, Gloucester",Gloucester,EDLIC-023252,ACTIVE,15-Apr-17
23253,"915 Elmsmere Rd, Gloucester",Gloucester,EDLIC-023253,ACTIVE,15-Apr-17
23254,"915 Elmsmere Rd, Gloucester",Gloucester,EDLIC-023254,ACTIVE,15-Apr-17
23255,"10 Burnside Av, Ottawa",Ottawa,EDLIC-023255,ACTIVE,15-Mar-17
23258,"1750 Finch Ave E, Toronto",Toronto,EDLIC-023258,ACTIVE,15-Aug-17
23259,"25 Peel Centre Dr, Brampton",Brampton,EDLIC-023259,ACTIVE,12-May-17
23260,"109 Wentworth St S, Hamilton",Hamilton,EDLIC-023260,ACTIVE,15-Aug-17
23261,"350 Victoria St, Toronto",Toronto,EDLIC-023261,ACTIVE,15-May-17
23262,210 Gladstone Ave Suite 2001 Ottawa,Ottawa,EDLIC-023262,ACTIVE,15-Jun-17
23264,"360 Croydon Av, Ottawa",Ottawa,EDLIC-023264,ACTIVE,15-Aug-17
23265,"360 Croydon Av, Ottawa",Ottawa,EDLIC-023265,ACTIVE,15-Aug-17
23266,"360 Croydon Av, Ottawa",Ottawa,EDLIC-023266,ACTIVE,15-Aug-17
23269,"315 Dixon Rd, Etobicoke",Etobicoke,EDLIC-023269,ACTIVE,15-Jul-17
23270,"365 Lakeshore Dr, North Bay",North Bay,EDLIC-023270,ACTIVE,15-Nov-17
23271,"365 Lakeshore Dr, North Bay",North Bay,EDLIC-023271,ACTIVE,15-Nov-17
23272,"2820 Carling Av, Ottawa",Ottawa,269976,ACTIVE,27-Jul-17
23274,,,169614,ACTIVE,17-Nov-17
23275,"568 Greenbriar Dr, Sudbury",Sudbury,EDLIC-023275,ACTIVE,15-Sep-17
23278,,,169613,ACTIVE,17-Nov-17
23282,60 Gowan Ave Apt 301 Toronto,Toronto,EDLIC-023282,ACTIVE,15-Aug-17
23283,60 Gowan Ave Apt 301 Toronto,Toronto,EDLIC-023283,ACTIVE,15-Aug-17
23284,"316 Oxford St W, London",London,EDLIC-023284,ACTIVE,15-Jun-17
23285,"316 Oxford St W, London",London,EDLIC-023285,ACTIVE,15-Jun-17
23288,"55 Isla St, Markdale",Markdale,EDLIC-023288,ACTIVE,15-Oct-17
23289,"288 Mount Albion Rd, Hamilton",Hamilton,EDLIC-023289,ACTIVE,15-Aug-17
23290,"288 Mount Albion Rd, Hamilton",Hamilton,EDLIC-023290,ACTIVE,15-Aug-17
23291,"8575 Riverside Dr E, Windsor",Windsor,EDLIC-023291,ACTIVE,15-Jun-17
23292,"8575 Riverside Dr E, Windsor",Windsor,EDLIC-023292,ACTIVE,15-Jun-17
23293,"8575 Riverside Dr E, Windsor",Windsor,EDLIC-023293,ACTIVE,15-Jun-17
23294,"125 Wellington St W, Barrie",Barrie,EDLIC-023294,ACTIVE,15-May-17
23295,"125 Wellington St W, Barrie",Barrie,EDLIC-023295,ACTIVE,15-May-17
23296,"75 Centennial Pky N, Hamilton",Hamilton,226489,ACTIVE,02-Apr-17
23297,"49 Vanier Dr, Kitchener",Kitchener,262210,ACTIVE,07-Mar-17
23298,"49 Vanier Dr, Kitchener",Kitchener,262211,ACTIVE,07-Mar-17
23299,"2035 Othello Ave, Ottawa",Ottawa,EDLIC-023299,ACTIVE,13-Apr-17
23300,"2035 Othello Ave, Ottawa",Ottawa,EDLIC-023300,ACTIVE,13-Apr-17
23303,"260 Grantham Av, St Catharines",St Catharines,EDLIC-023303,ACTIVE,15-Jul-17
23304,"653 Major Mackenzie Dr E, Richmond Hill",Richmond Hill,178102,ACTIVE,15-Sep-17
23305,"2100 Regent St, Sudbury",Sudbury,EDLIC-023305,ACTIVE,15-Jul-17
23307,"4091 Sheppard Ave E, Scarborough",Scarborough,EDLIC-023307,ACTIVE,07-May-17
23308,"4091 Sheppard Ave E, Scarborough",Scarborough,EDLIC-023308,ACTIVE,07-May-17
23311,"6400 Huggins St, Niagara Falls",Niagara Falls,245954,ACTIVE,15-Jun-17
23312,"6400 Huggins St, Niagara Falls",Niagara Falls,245955,ACTIVE,15-Jun-17
23314,,,169616,ACTIVE,17-Nov-17
23315,"341 Maclaren St, Ottawa",Ottawa,234301,ACTIVE,25-Aug-17
23316,"341 Maclaren St, Ottawa",Ottawa,234302,ACTIVE,25-Aug-17
23317,"1280 Main St W, Hamilton",Hamilton,EDLIC-023317,ACTIVE,15-Jan-17
23318,"1280 Main St W, Hamilton",Hamilton,EDLIC-023318,ACTIVE,15-Jan-17
