Incident Number,Creation Date,Fatal Injury Victim,Concussion Intracranial Inju,Burns Severe,Burns Minor,Whiplash,Spinal Injury,Amputation,Injury Leading Deafness,Heart Attack,Fracture Major Bone,Eye Injury,Electric Shock Severe,Electric Shock Minor,Dislocation Limb,Bruise Hemorrhage Interna,Exposure Carcinomatou Poison,Swelling,Sprained Twisted Joints Muscle,Skin Infection Irritation,Seizure,Respiratory Infection Irrita,Poisoning,Other Internal Injury,Nausea Dizziness,Laceration Superficial Cut,Laceration Deep Cut,Fracture Nose Fingers Toes,External Bruise,Aches Pains,Date Of Occurrence,catagory of incident,fatal injury,permanent (serious) injury,non-permanent (minor) injury,No Injury,elevating devices number,Specific Root Cause,Reported occurrence narrative,Time of Occurrence,Summarized detail of Inspection and tests,Inspector's Conclusion,Incident Summary,Task Number,release
1090392,30-Apr-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,64505562,,Elevator-Man said elevator jolted around 7th and 8th floor he sustained a sore back,5:30:00 PM,,,ED-Incident,4452622,yes
1125192,10-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,28440,,Elevator-Not level female stubbed her right big toe and injured her right knee,8:05:00 AM,,,ED-Incident,4509192,yes
1087700,25-Apr-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,35911,,"Elevator-female entered elevator and trip unlevel 6"" higher then ground scraped her shin",2:03:00 PM,,,ED-Incident,4447461,yes
1095086,07-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-Apr-13,ED-Near-Miss,,,,,27221,,Elevator-Hoist motor caught fire removed from service and sent to repairs,8:00:00 PM,,,ED-Near Miss,4463718,yes
1088274,26-Apr-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23-Apr-13,ED-Near-Miss,0.0,0.0,0.0,1.0,28440,,Elevator-Female tripped entering elevator off level no injury shut down,10:00:00 AM,,,ED-Near Miss,4448765,yes
1267446,23-Oct-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,19106,,Elevator-Female got her foot cut in elevator trying to prevent door from closing,2:00:00 PM,,,ED-Incident,4689623,yes
1088228,26-Apr-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,65511,,Elevator door closed too fast hit female in the shoulder sore right shoulder,9:50:00 AM,,,ED-Incident,4448614,yes
1090416,30-Apr-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,32012,,Elevator-Women put hand between door as closing it crushed her hand middle finger swollen ring crushed into skin couldn't be taken off to hospital,5:55:00 PM,,,ED-Incident,4452893,yes
1090582,30-Apr-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Apr-13,ED-Near-Miss,,,,,86082,,Elevator-Water pipe leak spashing down on controller needs replacement parts,4:30:00 PM,,,ED-Near Miss,4453014,yes
1095238,07-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30-Apr-13,ED-Incident,0.0,0.0,1.0,0.0,64513711,1.4 Defective assembly,Elevator -dropped female sustained a chipped tooth,2:54:00 PM,See Attached,See Attached,ED-Incident,4584295,yes
1094822,07-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-May-13,ED-Near-Miss,0.0,0.0,0.0,1.0,9638,,Elevator- Door struck male in the head above the left eye no injury,11:30:00 AM,,,ED-Near Miss,4463542,yes
1096614,10-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-May-13,ED-Near-Miss,,,,,3796,,Elevator-Relay wired incorrectly and bye past safety circuit,11:30:00 AM,,,ED-Near Miss,4466169,yes
1095558,08-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,01-May-13,ED-Incident,0.0,0.0,1.0,0.0,11327,,Escalator-Female fell on escalator sustained a bruised right thumb given ice,2:15:00 PM,,,ED-Incident,4464421,yes
1099622,15-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-May-13,ED-Incident,0.0,0.0,1.0,0.0,19275,,Elevator-Women put fingers between doors to stop from closing and got her fingers caught given ice for swelling,9:55:00 AM,,,ED-Incident,4472479,yes
1095472,08-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02-May-13,ED-Incident,0.0,0.0,1.0,0.0,35703,,Elevator -female tripped on gap while exiting sustained a sore left thigh,3:11:00 PM,,,ED-Inicdent,4464259,yes
1099674,15-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-May-13,ED-Near-Miss,,,,,65702,,Elevator-Sabotaged of two elevators no service in bldg third elevator is being moderized,11:00:00 PM,,,ED-Near Miss,4472617,yes
1096726,10-May-13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04-May-13,ED-Incident,0.0,1.0,0.0,0.0,84067,,Elevator -would start and drop suddenly several times she sustained a whiplash,1:00:00 PM,,,ED-Incident,4466493,yes
1095716,08-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04-May-13,ED-Incident,0.0,0.0,1.0,0.0,81410,,Elevator-Elderly male waiting for person in wheel chair to get out and door closed on his forearm skin tear,1:50:00 PM,,,ED-Incident,4464693,yes
1095522,08-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,05-May-13,ED-Incident,0.0,0.0,1.0,0.0,64511977,,Elevator -little boy got his hand caught between door slightly swollen pinched,9:30:00 AM,,,ED-Incident,4464378,yes
1098942,14-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-May-13,ED-Near-Miss,,,,,22453,1.2 Defective or failed component including safety devices,Elevator -staff heard a loud noise cable in elevator broken and frayed,3:00:00 PM,Inspected Hoist Ropes,Ropes are coming appart,ED-Near Miss,4585422,yes
1099846,15-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,08-May-13,ED-Incident,0.0,0.0,1.0,0.0,14310,7.6 Failure to follow user instructions,Elevator-Women hit in head by door 10 staples to close gash in head,3:45:00 PM,,,ED-Incident,4472945,yes
1096762,10-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,09-May-13,ED-Incident,0.0,0.0,1.0,0.0,87927,7.5 Failure to follow installation procedures,Elevator- staff member hit hard on the wrist and cut,9:00:00 AM,See attached,See attached,ED-Incident,4585398,yes
1108514,29-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09-May-13,ED-Near-Miss,,,,,86237,,Elevator-water in pit sump pump problem,12:00:00 AM,,,ED-Near Miss,4489639,yes
1104126,22-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,09-May-13,ED-Incident,0.0,0.0,1.0,0.0,14005,,Elevator-Left arm was banged by closing door said he was ok may be bruised,1:20:00 PM,,,ED-Incident,4480341,yes
1097792,13-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09-May-13,ED-Incident,0.0,0.0,1.0,0.0,75932,,Elevator-women entered elevator door closed on her arm/shoulder,12:00:00 AM,,,ED-Incident,4468697,yes
1098390,13-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-May-13,ED-Incident,0.0,0.0,1.0,0.0,12156,,Elevator -door hit top of head icepack given for strain on shoulder taken to hospital,8:00:00 AM,,,ED-Incident,4469677,yes
1098782,14-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-May-13,ED-Near-Miss,0.0,0.0,0.0,1.0,64513711,,Elevator- Female stuck in elevator for 1 1/2 hours elevator going down from 6th fl shook violently and displayed out of service sounds of loud noises,4:00:00 PM,,,ED-Near Miss,4470931,yes
1126010,11-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-May-13,ED-Near-Miss,,,,,27329,,Elevator-Cable protruding from above door in the doorway elevator shutdown,8:00:00 AM,,,ED-Near Miss,4511654,yes
1103066,21-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-May-13,ED-Incident,0.0,0.0,1.0,0.0,68328,,Elevator-Female put panel that fell of back on and sustained injury to lower back,4:00:00 PM,,,ED-Incident,4478501,yes
1099158,14-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-May-13,ED-Near-Miss,,,,,23496,,Elevator-Fire in Cab burnt,5:30:00 PM,,,ED-Near Miss,4471732,yes
1104854,23-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15-May-13,ED-Incident,0.0,0.0,1.0,0.0,64165,,Elevator-Injury to mans arm door closed on it.,8:50:00 AM,,,ED-Incident,4482083,yes
1103274,21-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16-May-13,ED-Incident,0.0,0.0,1.0,0.0,17118,,Elevator- Lady fell after leaving elevator she stumbled then fell about 10 ft away sprained ankle,7:00:00 PM,,,ED-Incident,4478959,yes
1108640,29-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21-May-13,ED-Incident,0.0,0.0,1.0,0.0,38372,,Elevator -door didn't open all the way male pryed it open but door closed on knee and hand then open sore,10:00:00 AM,,,ED-Incident,4489860,yes
1107456,28-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23-May-13,ED-Near-Miss,0.0,0.0,0.0,1.0,12913,,Elevator lady walking through door it start to shut came in contact with her hand she was not injured,12:00:00 AM,,,ED-Near Miss,4487663,yes
1111816,04-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-May-13,ED-Near-Miss,,,,,64504629,,Elevator-Call from customer said elevator rolled from 9th floor found on 14th,12:00:00 AM,,,ED-Near Miss,4497080,yes
1108664,29-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25-May-13,ED-Incident,0.0,0.0,1.0,0.0,67972,,Elevator-child got his finger snagged in door cut to top of finger and nail partialy detached,4:12:00 PM,,,ED-Incident,4489910,yes
1108158,29-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26-May-13,ED-Incident,0.0,0.0,1.0,0.0,11323,,Elevator-Male tried to stop door from closing and it closed on his hand minor scrapes,4:15:00 PM,,,ED-Incident,4488840,yes
1110310,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-May-13,ED-Near-Miss,,,,,32059,,Elevator-Loss of hydraulic oil,12:00:00 AM,,,ED-Near Miss,4493679,yes
1165080,21-Aug-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-May-13,ED-Near-Miss,,,,,15110,,Elevator-Flood in elevator pipe leak,12:00:00 AM,,,ED-Near Miss,4590555,yes
1268196,24-Oct-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-May-13,ED-Near-Miss,,,,,61854,,Elevators-pits floods with water during strike elev when on safeties all 3 tested ropes replaced,12:00:00 AM,,,ED-Near Miss,4691310,yes
1110504,31-May-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28-May-13,ED-Incident,0.0,0.0,1.0,0.0,15115,,Elevator-Elderly male had the door close on him he sustained a cut to his left arm and elbow and wrist,2:00:00 PM,,,ED-Incident,4494131,yes
1149424,22-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-May-13,ED-Near-Miss,,,,,82562,,Elevator-Water leaked from an HVAC unit down the hoistway,10:08:00 AM,,,ED-Near Miss,4556864,yes
1125046,07-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-May-13,ED-Near-Miss,,,,,13253,,Elevator-water entering pit west side of building,12:00:00 AM,,,ED-Near Miss,4508461,yes
1110290,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-May-13,ED-Near-Miss,,,,,70427,,Elevator-Loss of Oil,12:00:00 AM,,,ED-Near Miss,4493657,yes
1112368,05-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31-May-13,ED-Incident,0.0,0.0,1.0,0.0,442,1.2 Defective or failed component including safety devices,Elevator-Employee got on elevator F8 it went to F6 free fall F3 she hurt back stiff neck,9:30:00 AM,See attached,See attached,ED-Incident,4585437,yes
1110302,31-May-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-May-13,ED-Near-Miss,,,,,64041,,Elevator-loss of oil,12:00:00 AM,,,ED-Near Miss,4493670,yes
1111088,03-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01-Jun-13,ED-Near-Miss,,,,,62642,,Elevator-Biler on PH let go water ran down hoistway,8:00:00 AM,,,ED-Near Miss,4495130,yes
1111712,04-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,02-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,62003,,Elevator-Female tripped going into elevator and fell strained knee scrape on forearm and bump on her head,11:01:00 AM,,,ED-Incident,4496656,yes
1124986,07-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-13,ED-Near-Miss,0.0,0.0,0.0,1.0,62374,7.6 Failure to follow user instructions,Elevator-Female got hand caught between doors no injury except damage done to womens engagement ring,4:39:00 PM,See attached,See attached,ED-Near Miss,4585446,yes
1113096,06-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,04-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,75896,,Elevator-elderly women tripped elevator releveled with doors open she hit her head on handrail and fell very still day after,2:30:00 PM,,,ED-Incident,4499565,yes
1117890,06-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,05-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,10561,,Elevator-doors closed on a female she had a contusion on right forearm about 3 inches up from wrist,12:44:00 PM,,,ED-Incident,4503843,yes
1126414,11-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Jun-13,ED-Near-Miss,,,,,22290,,Elevator-Reported not working Thyssen went found cables cut,3:30:00 PM,,,ED-Near Miss,4511765,yes
1163652,19-Aug-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,06-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,38728,,Elevator-Entrapment 2 people stuck in elevator one had chest pains the other was dizziness,12:40:00 PM,,,ED-Incident,4587388,yes
1124864,07-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06-Jun-13,ED-Near-Miss,,,,,60575,,Elevator-Two people hit by door detector not working neither injured switch fixed by schindler,1:19:00 PM,,,ED-Near Miss,4508012,yes
1125326,10-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,08-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,29005,,Escalator-Female scraped bottom right big toe on escalator,10:00:00 AM,,,ED-Incident,4509595,yes
1126768,11-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,13300,,Elevator-Little boy got his hand caught in door swollen index and middle finger right hand,6:25:00 PM,,,ED-Incident,4512641,yes
1128158,13-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,64950,,Elevator-Door closed of female she used other arm to get her out sustained pain in arm,9:59:00 AM,,,ED-Incident,4515171,yes
1174042,09-Sep-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-Jun-13,ED-Near-Miss,,,,,62640,,Elevator-Water flood elevator shutdown for replacement of boards,4:00:00 PM,,,ED-Near Miss,4608961,yes
1128616,13-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,64689,,"Elevator-Lady tripped on 4th floor elev not level bruised knees, hand and upper right part of her body",3:10:00 PM,,,ED-Incident,4516068,yes
1129058,14-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,19024,,Freight Elevator-worker goth his hand pinched by door left thum and middle finger possible nerve damage,1:30:00 PM,,,ED-Incident,4517192,yes
1130450,17-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-13,ED-Near-Miss,0.0,0.0,0.0,1.0,38939,,Elevator-door tried to close as she entered and they it hit her no reported injuries,8:25:00 AM,,,ED-Near Miss,4519289,yes
1129302,14-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,87920,1.2 Defective or failed component including safety devices,Elevator-Elderly male got hit by elevator door on his forehead bump and bleeding,10:46:00 AM,See attached,See attached,ED-Incident,4585442,yes
1130498,17-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Jun-13,ED-Near-Miss,,,,,61435,,Elevator-Flood damage both elevators,4:09:00 PM,,,ED-Near Miss,4519479,yes
1145016,15-Jul-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,21685,,Elevator-Door opened while elevator was still moving lady tripped and strained her knee,12:00:00 AM,,,ED-Incident,4548445,yes
1131454,18-Jun-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Jun-13,ED-Near-Miss,,,,,20925,1.2 Defective or failed component including safety devices,Elevator-Broken Rope on Elevator,8:14:00 PM,See attached,See attached,ED-Near Miss,4585458,yes
1132042,19-Jun-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,87910,1.2 Defective or failed component including safety devices,Elevator-Female tripped while entering elevator not level bruising and swelling to top front left side of head,10:35:00 AM,See attached,See attached,ED-Incident,4585462,yes
1144992,15-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-Jun-13,ED-Near-Miss,,,,,61887,1.2 Defective or failed component including safety devices,Elevator -running with doors open,2:00:00 PM,Inspected all door locks,Door lock spring broke,ED-Near Nuss,4580075,yes
1142198,10-Jul-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,87478,7.5 Failure to follow installation procedures,Elevator-door closed on lady's forearm bruised left forearm,10:15:00 AM,See attached,See attached,ED-Incident,4580058,yes
1142256,10-Jul-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-Jun-13,ED-Near-Miss,,,,,65391,,Elevator-Elevator stuck open with wire hanging in the door way,11:00:00 AM,,,ED-Near Miss,4542653,yes
1144216,12-Jul-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,20-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,70820,,Elevator-child reach between hall door and grabed sight guard laceration and bruising to top knuckle and second finger,4:45:00 PM,,,ED-Incident,4546931,yes
1174054,09-Sep-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-13,ED-Near-Miss,,,,,20549,,Elevator - It was told to super that an unidentified female got arm caught in door unknown if any injury,1:08:00 PM,,,Near Miss,4609007,yes
1348044,05-Mar-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-Jun-13,ED-Near-Miss,,,,,81313,,Elevator-Valet  retrieving cars left it in gear when he got out it crashed into door it bent and came off track,6:30:00 PM,,,ED-Near Miss,4831501,yes
1145864,16-Jul-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24-Jun-13,ED-Incident,0.0,0.0,1.0,0.0,84944,,Elevator-lady tripped getting into elevator not level she had surgery on her hand and when she fell it opend the stitches,10:45:00 AM,,,ED-Incident,4549829,yes
